+2.96796e+06,+1.64022e+06,minutes,hour_of_day,day_of_week,fault_label,fault_type
2967960.0,1640220.0,33.0,0.5666666666666667,0,0,normal
2967960.0,1640220.0,34.0,0.5833333333333334,0,0,normal
2967960.0,1640220.0,35.0,0.6,0,0,normal
2967960.0,1640220.0,36.0,0.6166666666666667,0,0,normal
2967960.0,1640220.0,37.0,0.6333333333333333,0,0,normal
2967960.0,1640220.0,38.0,0.65,0,0,normal
2967960.0,1640220.0,39.0,0.6666666666666666,0,0,normal
2967960.0,1640220.0,40.0,0.6833333333333333,0,0,normal
2967960.0,1640220.0,41.0,0.7,0,0,normal
2967960.0,1640220.0,42.0,0.7166666666666667,0,0,normal
2967960.0,1640220.0,43.0,0.7333333333333333,0,0,normal
2967960.0,1640220.0,44.0,0.75,0,0,normal
2967960.0,1640220.0,45.0,0.7666666666666667,0,0,normal
2967960.0,1640220.0,46.0,0.7833333333333333,0,0,normal
2967960.0,1640220.0,47.0,0.8,0,0,normal
2967960.0,1640220.0,48.0,0.8166666666666667,0,0,normal
2967960.0,1640220.0,49.0,0.8333333333333334,0,0,normal
2967960.0,1640220.0,50.0,0.85,0,0,normal
2967960.0,1640220.0,51.0,0.8666666666666667,0,0,normal
2967960.0,1640220.0,52.0,0.8833333333333333,0,0,normal
2967960.0,1640220.0,53.0,0.9,0,0,normal
2967960.0,1640220.0,54.0,0.9166666666666666,0,0,normal
2967960.0,1640220.0,55.0,0.9333333333333333,0,0,normal
2967960.0,1640220.0,56.0,0.95,0,0,normal
2967960.0,1640220.0,57.0,0.9666666666666667,0,0,normal
2967960.0,1640220.0,58.0,0.9833333333333333,0,0,normal
2967960.0,1640220.0,59.0,1.0,0,0,normal
2967960.0,1640220.0,60.0,1.0166666666666666,0,0,normal
2967960.0,1640220.0,61.0,1.0333333333333334,0,0,normal
2967960.0,1640220.0,62.0,1.05,0,0,normal
2967960.0,1640220.0,63.0,1.0666666666666667,0,0,normal
2967960.0,1640220.0,64.0,1.0833333333333333,0,0,normal
2967960.0,1640220.0,65.0,1.1,0,0,normal
2967960.0,1640220.0,66.0,1.1166666666666667,0,0,normal
2967960.0,1640220.0,67.0,1.1333333333333333,0,0,normal
2967960.0,1640220.0,68.0,1.15,0,0,normal
2967960.0,1640220.0,69.0,1.1666666666666667,0,0,normal
2967960.0,1640220.0,70.0,1.1833333333333333,0,0,normal
2967960.0,1640220.0,71.0,1.2,0,0,normal
2967960.0,1640220.0,72.0,1.2166666666666668,0,0,normal
2967960.0,1640220.0,73.0,1.2333333333333334,0,0,normal
2967960.0,1640220.0,74.0,1.25,0,0,normal
2967960.0,1640220.0,75.0,1.2666666666666666,0,0,normal
2967960.0,1640220.0,76.0,1.2833333333333332,0,0,normal
2967960.0,1640220.0,77.0,1.3,0,0,normal
2967960.0,1640220.0,78.0,1.3166666666666667,0,0,normal
2967960.0,1640220.0,79.0,1.3333333333333333,0,0,normal
2967960.0,1640220.0,80.0,1.35,0,0,normal
2967960.0,1640220.0,81.0,1.3666666666666667,0,0,normal
2967960.0,1640220.0,82.0,1.3833333333333333,0,0,normal
2967960.0,1640220.0,83.0,1.4,0,0,normal
2967960.0,1640220.0,84.0,1.4166666666666667,0,0,normal
2967960.0,1640220.0,85.0,1.4333333333333333,0,0,normal
2967960.0,1640220.0,86.0,1.45,0,0,normal
2967960.0,1640220.0,87.0,1.4666666666666668,0,0,normal
2967960.0,1640220.0,88.0,1.4833333333333334,0,0,normal
2967960.0,1640220.0,89.0,1.5,0,0,normal
2967960.0,1640220.0,90.0,1.5166666666666666,0,0,normal
2967960.0,1640220.0,91.0,1.5333333333333332,0,0,normal
2967960.0,1640220.0,92.0,1.55,0,0,normal
2967960.0,1640220.0,93.0,1.5666666666666667,0,0,normal
2967960.0,1640220.0,94.0,1.5833333333333335,0,0,normal
2967960.0,1640220.0,95.0,1.6,0,0,normal
2967960.0,1640220.0,96.0,1.6166666666666667,0,0,normal
2967960.0,1640220.0,97.0,1.6333333333333333,0,0,normal
2967960.0,1640220.0,98.0,1.65,0,0,normal
2967960.0,1640220.0,99.0,1.6666666666666665,0,0,normal
2967960.0,1640220.0,100.0,1.6833333333333333,0,0,normal
2967960.0,1640220.0,101.0,1.7,0,0,normal
2967960.0,1640220.0,102.0,1.7166666666666668,0,0,normal
2967960.0,1640220.0,103.0,1.7333333333333334,0,0,normal
2967960.0,1640220.0,104.0,1.75,0,0,normal
2967960.0,1640220.0,105.0,1.7666666666666666,0,0,normal
2967960.0,1640220.0,106.0,1.7833333333333332,0,0,normal
2967960.0,1640220.0,107.0,1.8,0,0,normal
2967960.0,1640220.0,108.0,1.8166666666666667,0,0,normal
2967960.0,1640220.0,109.0,1.8333333333333335,0,0,normal
2967960.0,1640220.0,110.0,1.85,0,0,normal
2967960.0,1640220.0,111.0,1.8666666666666667,0,0,normal
2967960.0,1640220.0,112.0,1.8833333333333333,0,0,normal
2967960.0,1640220.0,113.0,1.9,0,0,normal
2967960.0,1640220.0,114.0,1.9166666666666665,0,0,normal
2967960.0,1640220.0,115.0,1.9333333333333333,0,0,normal
2967960.0,1640220.0,116.0,1.95,0,0,normal
2967960.0,1640220.0,117.0,1.9666666666666668,0,0,normal
2967960.0,1640220.0,118.0,1.9833333333333334,0,0,normal
2967960.0,1640220.0,119.0,2.0,0,0,normal
2967960.0,1640220.0,120.0,2.0166666666666666,0,0,normal
2967960.0,1640220.0,121.0,2.033333333333333,0,0,normal
2967960.0,1640220.0,122.0,2.05,0,0,normal
2967960.0,1640220.0,123.0,2.066666666666667,0,0,normal
2967960.0,1640220.0,124.0,2.0833333333333335,0,0,normal
2967960.0,1640220.0,125.0,2.1,0,0,normal
2967960.0,1640220.0,126.0,2.1166666666666667,0,0,normal
2967960.0,1640220.0,127.0,2.1333333333333333,0,0,normal
2967960.0,1640220.0,128.0,2.15,0,0,normal
2967960.0,1640220.0,129.0,2.1666666666666665,0,0,normal
2967960.0,1640220.0,130.0,2.183333333333333,0,0,normal
2967960.0,1640220.0,131.0,2.2,0,0,normal
2967960.0,1640220.0,132.0,2.216666666666667,0,0,normal
2967960.0,1640220.0,133.0,2.2333333333333334,0,0,normal
2967960.0,1640220.0,134.0,2.25,0,0,normal
2967960.0,1640220.0,135.0,2.2666666666666666,0,0,normal
2967960.0,1640220.0,136.0,2.283333333333333,0,0,normal
2967960.0,1640220.0,137.0,2.3,0,0,normal
2967960.0,1640220.0,138.0,2.3166666666666664,0,0,normal
2967960.0,1640220.0,139.0,2.3333333333333335,0,0,normal
2967960.0,1640220.0,140.0,2.35,0,0,normal
2967960.0,1640220.0,141.0,2.3666666666666667,0,0,normal
2967960.0,1640220.0,142.0,2.3833333333333333,0,0,normal
2967960.0,1640220.0,143.0,2.4,0,0,normal
2967960.0,1640220.0,144.0,2.4166666666666665,0,0,normal
2967960.0,1640220.0,145.0,2.4333333333333336,0,0,normal
2967960.0,1640220.0,146.0,2.45,0,0,normal
2967960.0,1640220.0,147.0,2.466666666666667,0,0,normal
2967960.0,1640220.0,148.0,2.4833333333333334,0,0,normal
2967960.0,1640220.0,149.0,2.5,0,0,normal
2967960.0,1640220.0,150.0,2.5166666666666666,0,0,normal
2967960.0,1640220.0,151.0,2.533333333333333,0,0,normal
2967960.0,1640220.0,152.0,2.55,0,0,normal
2967960.0,1640220.0,153.0,2.5666666666666664,0,0,normal
2967960.0,1640220.0,154.0,2.5833333333333335,0,0,normal
2967960.0,1640220.0,155.0,2.6,0,0,normal
2967960.0,1640220.0,156.0,2.6166666666666667,0,0,normal
2967960.0,1640220.0,157.0,2.6333333333333333,0,0,normal
2967960.0,1640220.0,158.0,2.65,0,0,normal
2967960.0,1640220.0,159.0,2.6666666666666665,0,0,normal
2967960.0,1640220.0,160.0,2.6833333333333336,0,0,normal
2967960.0,1640220.0,161.0,2.7,0,0,normal
2967960.0,1640220.0,162.0,2.716666666666667,0,0,normal
2967960.0,1640220.0,163.0,2.7333333333333334,0,0,normal
2967960.0,1640220.0,164.0,2.75,0,0,normal
2967960.0,1640220.0,165.0,2.7666666666666666,0,0,normal
2967960.0,1640220.0,166.0,2.783333333333333,0,0,normal
2967960.0,1640220.0,167.0,2.8,0,0,normal
2967960.0,1640220.0,168.0,2.8166666666666664,0,0,normal
2967960.0,1640220.0,169.0,2.8333333333333335,0,0,normal
2967960.0,1640220.0,170.0,2.85,0,0,normal
2967960.0,1640220.0,171.0,2.8666666666666667,0,0,normal
2967960.0,1640220.0,172.0,2.8833333333333333,0,0,normal
2967960.0,1640220.0,173.0,2.9,0,0,normal
2967960.0,1640220.0,174.0,2.9166666666666665,0,0,normal
2967960.0,1640220.0,175.0,2.9333333333333336,0,0,normal
2967960.0,1640220.0,176.0,2.95,0,0,normal
2967960.0,1640220.0,177.0,2.966666666666667,0,0,normal
2967960.0,1640220.0,178.0,2.9833333333333334,0,0,normal
2967960.0,1640220.0,179.0,3.0,0,0,normal
2967960.0,1640220.0,180.0,3.0166666666666666,0,0,normal
2967960.0,1640220.0,181.0,3.033333333333333,0,0,normal
2967960.0,1640220.0,182.0,3.05,0,0,normal
2967960.0,1640220.0,183.0,3.066666666666667,0,0,normal
2967960.0,1640220.0,184.0,3.0833333333333335,0,0,normal
2967960.0,1640220.0,185.0,3.1,0,0,normal
2967960.0,1640220.0,186.0,3.1166666666666667,0,0,normal
2967960.0,1640220.0,187.0,3.1333333333333333,0,0,normal
2967960.0,1640220.0,188.0,3.15,0,0,normal
2967960.0,1640220.0,189.0,3.1666666666666665,0,0,normal
2967960.0,1640220.0,190.0,3.183333333333333,0,0,normal
2967960.0,1640220.0,191.0,3.2,0,0,normal
2967960.0,1640220.0,192.0,3.216666666666667,0,0,normal
2967960.0,1640220.0,193.0,3.2333333333333334,0,0,normal
2967960.0,1640220.0,194.0,3.25,0,0,normal
2967960.0,1640220.0,195.0,3.2666666666666666,0,0,normal
2967960.0,1640220.0,196.0,3.283333333333333,0,0,normal
2967960.0,1640220.0,197.0,3.3,0,0,normal
2967960.0,1640220.0,198.0,3.3166666666666664,0,0,normal
2967960.0,1640220.0,199.0,3.3333333333333335,0,0,normal
2967960.0,1640220.0,200.0,3.35,0,0,normal
2967960.0,1640220.0,201.0,3.3666666666666667,0,0,normal
2967960.0,1640220.0,202.0,3.3833333333333333,0,0,normal
2967960.0,1640220.0,203.0,3.4,0,0,normal
2967960.0,1640220.0,204.0,3.4166666666666665,0,0,normal
2967960.0,1640220.0,205.0,3.4333333333333336,0,0,normal
2967960.0,1640220.0,206.0,3.45,0,0,normal
2967960.0,1640220.0,207.0,3.466666666666667,0,0,normal
2967960.0,1640220.0,208.0,3.4833333333333334,0,0,normal
2967960.0,1640220.0,209.0,3.5,0,0,normal
2967960.0,1640220.0,210.0,3.5166666666666666,0,0,normal
2967960.0,1640220.0,211.0,3.533333333333333,0,0,normal
2967960.0,1640220.0,212.0,3.55,0,0,normal
2967960.0,1640220.0,213.0,3.5666666666666664,0,0,normal
2967960.0,1640220.0,214.0,3.5833333333333335,0,0,normal
2967960.0,1640220.0,215.0,3.6,0,0,normal
2967960.0,1640220.0,216.0,3.6166666666666667,0,0,normal
2967960.0,1640220.0,217.0,3.6333333333333333,0,0,normal
2967960.0,1640220.0,218.0,3.65,0,0,normal
2967960.0,1640220.0,219.0,3.6666666666666665,0,0,normal
2967960.0,1640220.0,220.0,3.6833333333333336,0,0,normal
2967960.0,1640220.0,221.0,3.7,0,0,normal
2967960.0,1640220.0,222.0,3.716666666666667,0,0,normal
2967960.0,1640220.0,223.0,3.7333333333333334,0,0,normal
2967960.0,1640220.0,224.0,3.75,0,0,normal
2967960.0,1640220.0,225.0,3.7666666666666666,0,0,normal
2967960.0,1640220.0,226.0,3.783333333333333,0,0,normal
2967960.0,1640220.0,227.0,3.8,0,0,normal
2967960.0,1640220.0,228.0,3.8166666666666664,0,0,normal
2967960.0,1640220.0,229.0,3.8333333333333335,0,0,normal
2967960.0,1640220.0,230.0,3.85,0,0,normal
2967960.0,1640220.0,231.0,3.8666666666666667,0,0,normal
2967960.0,1640220.0,232.0,3.8833333333333333,0,0,normal
2967960.0,1640220.0,233.0,3.9,0,0,normal
2967960.0,1640220.0,234.0,3.9166666666666665,0,0,normal
2967960.0,1640220.0,235.0,3.9333333333333336,0,0,normal
2967960.0,1640220.0,236.0,3.95,0,0,normal
2967960.0,1640220.0,237.0,3.966666666666667,0,0,normal
2967960.0,1640220.0,238.0,3.9833333333333334,0,0,normal
2967960.0,1640220.0,239.0,4.0,0,0,normal
2967960.0,1640220.0,240.0,4.016666666666667,0,0,normal
2967960.0,1640220.0,241.0,4.033333333333333,0,0,normal
2967960.0,1640220.0,242.0,4.05,0,0,normal
2967960.0,1640220.0,243.0,4.066666666666666,0,0,normal
2967960.0,1640220.0,244.0,4.083333333333333,0,0,normal
2967960.0,1640220.0,245.0,4.1,0,0,normal
2967960.0,1640220.0,246.0,4.116666666666666,0,0,normal
2967960.0,1640220.0,247.0,4.133333333333334,0,0,normal
2967960.0,1640220.0,248.0,4.15,0,0,normal
2967960.0,1640220.0,249.0,4.166666666666667,0,0,normal
2967960.0,1640220.0,250.0,4.183333333333334,0,0,normal
2967960.0,1640220.0,251.0,4.2,0,0,normal
2967960.0,1640220.0,252.0,4.216666666666667,0,0,normal
2967960.0,1640220.0,253.0,4.233333333333333,0,0,normal
2967960.0,1640220.0,254.0,4.25,0,0,normal
2967960.0,1640220.0,255.0,4.266666666666667,0,0,normal
2967960.0,1640220.0,256.0,4.283333333333333,0,0,normal
2967960.0,1640220.0,257.0,4.3,0,0,normal
2967960.0,1640220.0,258.0,4.316666666666666,0,0,normal
2967960.0,1640220.0,259.0,4.333333333333333,0,0,normal
2967960.0,1640220.0,260.0,4.35,0,0,normal
2967960.0,1640220.0,261.0,4.366666666666666,0,0,normal
2967960.0,1640220.0,262.0,4.383333333333334,0,0,normal
2967960.0,1640220.0,263.0,4.4,0,0,normal
2967960.0,1640220.0,264.0,4.416666666666667,0,0,normal
2967960.0,1640220.0,265.0,4.433333333333334,0,0,normal
2967960.0,1640220.0,266.0,4.45,0,0,normal
2967960.0,1640220.0,267.0,4.466666666666667,0,0,normal
2967960.0,1640220.0,268.0,4.483333333333333,0,0,normal
2967960.0,1640220.0,269.0,4.5,0,0,normal
2967960.0,1640220.0,270.0,4.516666666666667,0,0,normal
2967960.0,1640220.0,271.0,4.533333333333333,0,0,normal
2967960.0,1640220.0,272.0,4.55,0,0,normal
2967960.0,1640220.0,273.0,4.566666666666666,0,0,normal
2967960.0,1640220.0,274.0,4.583333333333333,0,0,normal
2967960.0,1640220.0,275.0,4.6,0,0,normal
2967960.0,1640220.0,276.0,4.616666666666667,0,0,normal
2967960.0,1640220.0,277.0,4.633333333333333,0,0,normal
2967960.0,1640220.0,278.0,4.65,0,0,normal
2967960.0,1640220.0,279.0,4.666666666666667,0,0,normal
2967960.0,1640220.0,280.0,4.683333333333334,0,0,normal
2967960.0,1640220.0,281.0,4.7,0,0,normal
2967960.0,1640220.0,282.0,4.716666666666667,0,0,normal
2967960.0,1640220.0,283.0,4.733333333333333,0,0,normal
2967960.0,1640220.0,284.0,4.75,0,0,normal
2967960.0,1640220.0,285.0,4.766666666666667,0,0,normal
2967960.0,1640220.0,286.0,4.783333333333333,0,0,normal
2967960.0,1640220.0,287.0,4.8,0,0,normal
2967960.0,1640220.0,288.0,4.816666666666666,0,0,normal
2967960.0,1640220.0,289.0,4.833333333333333,0,0,normal
2967960.0,1640220.0,290.0,4.85,0,0,normal
2967960.0,1640220.0,291.0,4.866666666666667,0,0,normal
2967960.0,1640220.0,292.0,4.883333333333333,0,0,normal
2967960.0,1640220.0,293.0,4.9,0,0,normal
2967960.0,1640220.0,294.0,4.916666666666667,0,0,normal
2967960.0,1640220.0,295.0,4.933333333333334,0,0,normal
2967960.0,1640220.0,296.0,4.95,0,0,normal
2967960.0,1640220.0,297.0,4.966666666666667,0,0,normal
2967960.0,1640220.0,298.0,4.983333333333333,0,0,normal
3289230.0,1820920.0,299.0,5.0,0,0,normal
3289230.0,1820920.0,300.0,5.016666666666667,0,0,normal
3289230.0,1820920.0,301.0,5.033333333333333,0,0,normal
3289230.0,1820920.0,302.0,5.05,0,0,normal
3289230.0,1820920.0,303.0,5.066666666666666,0,0,normal
3289230.0,1820920.0,304.0,5.083333333333333,0,0,normal
3289230.0,1820920.0,305.0,5.1,0,0,normal
3289230.0,1820920.0,306.0,5.116666666666666,0,0,normal
3289230.0,1820920.0,307.0,5.133333333333334,0,0,normal
3289230.0,1820920.0,308.0,5.15,0,0,normal
3289230.0,1820920.0,309.0,5.166666666666667,0,0,normal
3289230.0,1820920.0,310.0,5.183333333333334,0,0,normal
3289230.0,1820920.0,311.0,5.2,0,0,normal
3289230.0,1820920.0,312.0,5.216666666666667,0,0,normal
3289230.0,1820920.0,313.0,5.233333333333333,0,0,normal
3289230.0,1820920.0,314.0,5.25,0,0,normal
3289230.0,1820920.0,315.0,5.266666666666667,0,0,normal
3289230.0,1820920.0,316.0,5.283333333333333,0,0,normal
3289230.0,1820920.0,317.0,5.3,0,0,normal
3289230.0,1820920.0,318.0,5.316666666666666,0,0,normal
3289230.0,1820920.0,319.0,5.333333333333333,0,0,normal
3289230.0,1820920.0,320.0,5.35,0,0,normal
3289230.0,1820920.0,321.0,5.366666666666666,0,0,normal
3289230.0,1820920.0,322.0,5.383333333333334,0,0,normal
3289230.0,1820920.0,323.0,5.4,0,0,normal
3289230.0,1820920.0,324.0,5.416666666666667,0,0,normal
3289230.0,1820920.0,325.0,5.433333333333334,0,0,normal
3289230.0,1820920.0,326.0,5.45,0,0,normal
3289230.0,1820920.0,327.0,5.466666666666667,0,0,normal
3289230.0,1820920.0,328.0,5.483333333333333,0,0,normal
3289230.0,1820920.0,329.0,5.5,0,0,normal
3289230.0,1820920.0,330.0,5.516666666666667,0,0,normal
3289230.0,1820920.0,331.0,5.533333333333333,0,0,normal
3289230.0,1820920.0,332.0,5.55,0,0,normal
3289230.0,1820920.0,333.0,5.566666666666666,0,0,normal
3289230.0,1820920.0,334.0,5.583333333333333,0,0,normal
3289230.0,1820920.0,335.0,5.6,0,0,normal
3289230.0,1820920.0,336.0,5.616666666666667,0,0,normal
3289230.0,1820920.0,337.0,5.633333333333333,0,0,normal
3289230.0,1820920.0,338.0,5.65,0,0,normal
3289230.0,1820920.0,339.0,5.666666666666667,0,0,normal
3289230.0,1820920.0,340.0,5.683333333333334,0,0,normal
3289230.0,1820920.0,341.0,5.7,0,0,normal
3289230.0,1820920.0,342.0,5.716666666666667,0,0,normal
3289230.0,1820920.0,343.0,5.733333333333333,0,0,normal
3289230.0,1820920.0,344.0,5.75,0,0,normal
3289230.0,1820920.0,345.0,5.766666666666667,0,0,normal
3289230.0,1820920.0,346.0,5.783333333333333,0,0,normal
3289230.0,1820920.0,347.0,5.8,0,0,normal
3289230.0,1820920.0,348.0,5.816666666666666,0,0,normal
3289230.0,1820920.0,349.0,5.833333333333333,0,0,normal
3289230.0,1820920.0,350.0,5.85,0,0,normal
3289230.0,1820920.0,351.0,5.866666666666667,0,0,normal
3289230.0,1820920.0,352.0,5.883333333333333,0,0,normal
3289230.0,1820920.0,353.0,5.9,0,0,normal
3289230.0,1820920.0,354.0,5.916666666666667,0,0,normal
3289230.0,1820920.0,355.0,5.933333333333334,0,0,normal
3289230.0,1820920.0,356.0,5.95,0,0,normal
3289230.0,1820920.0,357.0,5.966666666666667,0,0,normal
3289230.0,1820920.0,358.0,5.983333333333333,0,0,normal
3721630.0,2063460.0,359.0,6.0,0,0,normal
3721630.0,2063460.0,360.0,6.016666666666667,0,0,normal
3721630.0,2063460.0,361.0,6.033333333333333,0,0,normal
3721630.0,2063460.0,362.0,6.05,0,0,normal
3721630.0,2063460.0,363.0,6.066666666666666,0,0,normal
3721630.0,2063460.0,364.0,6.083333333333333,0,0,normal
3721630.0,2063460.0,365.0,6.1,0,0,normal
3721630.0,2063460.0,366.0,6.116666666666666,0,0,normal
3721630.0,2063460.0,367.0,6.133333333333334,0,0,normal
3721630.0,2063460.0,368.0,6.15,0,0,normal
3721630.0,2063460.0,369.0,6.166666666666667,0,0,normal
3721630.0,2063460.0,370.0,6.183333333333334,0,0,normal
3721630.0,2063460.0,371.0,6.2,0,0,normal
3721630.0,2063460.0,372.0,6.216666666666667,0,0,normal
3721630.0,2063460.0,373.0,6.233333333333333,0,0,normal
3721630.0,2063460.0,374.0,6.25,0,0,normal
3721630.0,2063460.0,375.0,6.266666666666667,0,0,normal
3721630.0,2063460.0,376.0,6.283333333333333,0,0,normal
3721630.0,2063460.0,377.0,6.3,0,0,normal
3721630.0,2063460.0,378.0,6.316666666666666,0,0,normal
3721630.0,2063460.0,379.0,6.333333333333333,0,0,normal
3721630.0,2063460.0,380.0,6.35,0,0,normal
3721630.0,2063460.0,381.0,6.366666666666666,0,0,normal
3721630.0,2063460.0,382.0,6.383333333333334,0,0,normal
3721630.0,2063460.0,383.0,6.4,0,0,normal
3721630.0,2063460.0,384.0,6.416666666666667,0,0,normal
3721630.0,2063460.0,385.0,6.433333333333334,0,0,normal
3721630.0,2063460.0,386.0,6.45,0,0,normal
3721630.0,2063460.0,387.0,6.466666666666667,0,0,normal
3721630.0,2063460.0,388.0,6.483333333333333,0,0,normal
3721630.0,2063460.0,389.0,6.5,0,0,normal
3721630.0,2063460.0,390.0,6.516666666666667,0,0,normal
3721630.0,2063460.0,391.0,6.533333333333333,0,0,normal
3721630.0,2063460.0,392.0,6.55,0,0,normal
3721630.0,2063460.0,393.0,6.566666666666666,0,0,normal
3721630.0,2063460.0,394.0,6.583333333333333,0,0,normal
3721630.0,2063460.0,395.0,6.6,0,0,normal
3721630.0,2063460.0,396.0,6.616666666666667,0,0,normal
3721630.0,2063460.0,397.0,6.633333333333333,0,0,normal
3721630.0,2063460.0,398.0,6.65,0,0,normal
3721630.0,2063460.0,399.0,6.666666666666667,0,0,normal
3721630.0,2063460.0,400.0,6.683333333333334,0,0,normal
3721630.0,2063460.0,401.0,6.7,0,0,normal
3721630.0,2063460.0,402.0,6.716666666666667,0,0,normal
3721630.0,2063460.0,403.0,6.733333333333333,0,0,normal
3721630.0,2063460.0,404.0,6.75,0,0,normal
3721630.0,2063460.0,405.0,6.766666666666667,0,0,normal
3721630.0,2063460.0,406.0,6.783333333333333,0,0,normal
3721630.0,2063460.0,407.0,6.8,0,0,normal
3721630.0,2063460.0,408.0,6.816666666666666,0,0,normal
3721630.0,2063460.0,409.0,6.833333333333333,0,0,normal
3721630.0,2063460.0,410.0,6.85,0,0,normal
3721630.0,2063460.0,411.0,6.866666666666667,0,0,normal
3721630.0,2063460.0,412.0,6.883333333333333,0,0,normal
3721630.0,2063460.0,413.0,6.9,0,0,normal
3721630.0,2063460.0,414.0,6.916666666666667,0,0,normal
3721630.0,2063460.0,415.0,6.933333333333334,0,0,normal
3721630.0,2063460.0,416.0,6.95,0,0,normal
3721630.0,2063460.0,417.0,6.966666666666667,0,0,normal
3721630.0,2063460.0,418.0,6.983333333333333,0,0,normal
4280190.0,2301310.0,419.0,7.0,0,0,normal
4280190.0,2301310.0,420.0,7.016666666666667,0,0,normal
4280190.0,2301310.0,421.0,7.033333333333333,0,0,normal
4280190.0,2301310.0,422.0,7.05,0,0,normal
4280190.0,2301310.0,423.0,7.066666666666666,0,0,normal
4280190.0,2301310.0,424.0,7.083333333333333,0,0,normal
4280190.0,2301310.0,425.0,7.1,0,0,normal
4280190.0,2301310.0,426.0,7.116666666666666,0,0,normal
4280190.0,2301310.0,427.0,7.133333333333334,0,0,normal
4280190.0,2301310.0,428.0,7.15,0,0,normal
4280190.0,2301310.0,429.0,7.166666666666667,0,0,normal
4280190.0,2301310.0,430.0,7.183333333333334,0,0,normal
4280190.0,2301310.0,431.0,7.2,0,0,normal
4280190.0,2301310.0,432.0,7.216666666666667,0,0,normal
4280190.0,2301310.0,433.0,7.233333333333333,0,0,normal
4280190.0,2301310.0,434.0,7.25,0,0,normal
4280190.0,2301310.0,435.0,7.266666666666667,0,0,normal
4280190.0,2301310.0,436.0,7.283333333333333,0,0,normal
4280190.0,2301310.0,437.0,7.3,0,0,normal
4280190.0,2301310.0,438.0,7.316666666666666,0,0,normal
4280190.0,2301310.0,439.0,7.333333333333333,0,0,normal
4280190.0,2301310.0,440.0,7.35,0,0,normal
4280190.0,2301310.0,441.0,7.366666666666666,0,0,normal
4280190.0,2301310.0,442.0,7.383333333333334,0,0,normal
4280190.0,2301310.0,443.0,7.4,0,0,normal
4280190.0,2301310.0,444.0,7.416666666666667,0,0,normal
4280190.0,2301310.0,445.0,7.433333333333334,0,0,normal
4280190.0,2301310.0,446.0,7.45,0,0,normal
4280190.0,2301310.0,447.0,7.466666666666667,0,0,normal
4280190.0,2301310.0,448.0,7.483333333333333,0,0,normal
4280190.0,2301310.0,449.0,7.5,0,0,normal
4280190.0,2301310.0,450.0,7.516666666666667,0,0,normal
4280190.0,2301310.0,451.0,7.533333333333333,0,0,normal
4280190.0,2301310.0,452.0,7.55,0,0,normal
4280190.0,2301310.0,453.0,7.566666666666666,0,0,normal
4280190.0,2301310.0,454.0,7.583333333333333,0,0,normal
4280190.0,2301310.0,455.0,7.6,0,0,normal
4280190.0,2301310.0,456.0,7.616666666666667,0,0,normal
4280190.0,2301310.0,457.0,7.633333333333333,0,0,normal
4280190.0,2301310.0,458.0,7.65,0,0,normal
4280190.0,2301310.0,459.0,7.666666666666667,0,0,normal
4280190.0,2301310.0,460.0,7.683333333333334,0,0,normal
4280190.0,2301310.0,461.0,7.7,0,0,normal
4280190.0,2301310.0,462.0,7.716666666666667,0,0,normal
4280190.0,2301310.0,463.0,7.733333333333333,0,0,normal
