+40057.5,+100745,minutes,hour_of_day,day_of_week,winding_temp_C,load_pct,thermal_margin_C,fault_label,fault_type
27756.3,100707,61.0,1.0333333333333334,0,35.0,0.0,105.0,0,normal
34771.4,100712,62.0,1.05,0,35.0,0.0,105.0,0,normal
36812.6,100729,63.0,1.0666666666666667,0,35.0,0.0,105.0,0,normal
37299.5,100737,64.0,1.0833333333333333,0,35.0,0.0,105.0,0,normal
33235.5,100717,65.0,1.1,0,35.0,0.0,105.0,0,normal
33645.1,100723,66.0,1.1166666666666667,0,35.0,0.0,105.0,0,normal
35501.9,100729,67.0,1.1333333333333333,0,35.0,0.0,105.0,0,normal
31457.2,100720,68.0,1.15,0,35.0,0.0,105.0,0,normal
34621.1,100731,69.0,1.1666666666666667,0,35.0,0.0,105.0,0,normal
35442.0,100748,70.0,1.1833333333333333,0,35.0,0.0,105.0,0,normal
31486.6,100724,71.0,1.2,0,35.0,0.0,105.0,0,normal
35820.3,100736,72.0,1.2166666666666668,0,35.0,0.0,105.0,0,normal
33055.6,100700,73.0,1.2333333333333334,0,35.0,0.0,105.0,0,normal
34344.4,100720,74.0,1.25,0,35.0,0.0,105.0,0,normal
34757.6,100715,75.0,1.2666666666666666,0,35.0,0.0,105.0,0,normal
30429.0,100710,76.0,1.2833333333333332,0,35.0,0.0,105.0,0,normal
35811.0,100731,77.0,1.3,0,35.0,0.0,105.0,0,normal
30297.9,100706,78.0,1.3166666666666667,0,35.0,0.0,105.0,0,normal
31320.9,100722,79.0,1.3333333333333333,0,35.0,0.0,105.0,0,normal
34367.4,100733,80.0,1.35,0,35.0,0.0,105.0,0,normal
36418.9,100730,81.0,1.3666666666666667,0,35.0,0.0,105.0,0,normal
31420.0,100717,82.0,1.3833333333333333,0,35.0,0.0,105.0,0,normal
29098.3,100710,83.0,1.4,0,35.0,0.0,105.0,0,normal
33598.9,100720,84.0,1.4166666666666667,0,35.0,0.0,105.0,0,normal
40310.2,100729,85.0,1.4333333333333333,0,35.0,0.0,105.0,0,normal
34367.4,100720,86.0,1.45,0,35.0,0.0,105.0,0,normal
32627.5,100717,87.0,1.4666666666666668,0,35.0,0.0,105.0,0,normal
33484.8,100732,88.0,1.4833333333333334,0,35.0,0.0,105.0,0,normal
31105.4,100714,89.0,1.5,0,35.0,0.0,105.0,0,normal
35389.4,100729,90.0,1.5166666666666666,0,35.0,0.0,105.0,0,normal
30215.9,100702,91.0,1.5333333333333332,0,35.0,0.0,105.0,0,normal
27922.3,100696,92.0,1.55,0,35.0,0.0,105.0,0,normal
28099.3,100714,93.0,1.5666666666666667,0,35.0,0.0,105.0,0,normal
29074.1,100706,94.0,1.5833333333333335,0,35.0,0.0,105.0,0,normal
32826.8,100722,95.0,1.6,0,35.0,0.0,105.0,0,normal
28375.4,100705,96.0,1.6166666666666667,0,35.0,0.0,105.0,0,normal
33723.1,100714,97.0,1.6333333333333333,0,35.0,0.0,105.0,0,normal
26654.2,100698,98.0,1.65,0,35.0,0.0,105.0,0,normal
30373.5,100711,99.0,1.6666666666666665,0,35.0,0.0,105.0,0,normal
34461.0,100704,100.0,1.6833333333333333,0,35.0,0.0,105.0,0,normal
33503.2,100722,101.0,1.7,0,35.0,0.0,105.0,0,normal
34180.4,100714,102.0,1.7166666666666668,0,35.0,0.0,105.0,0,normal
33661.8,100707,103.0,1.7333333333333334,0,35.0,0.0,105.0,0,normal
31663.7,100711,104.0,1.75,0,35.0,0.0,105.0,0,normal
38033.4,100740,105.0,1.7666666666666666,0,35.0,0.0,105.0,0,normal
30986.9,100710,106.0,1.7833333333333332,0,35.0,0.0,105.0,0,normal
28424.3,100718,107.0,1.8,0,35.0,0.0,105.0,0,normal
29696.6,100710,108.0,1.8166666666666667,0,35.0,0.0,105.0,0,normal
27420.4,100683,109.0,1.8333333333333335,0,35.0,0.0,105.0,0,normal
29924.5,100697,110.0,1.85,0,35.0,0.0,105.0,0,normal
33611.1,100716,111.0,1.8666666666666667,0,35.0,0.0,105.0,0,normal
35133.4,100738,112.0,1.8833333333333333,0,35.0,0.0,105.0,0,normal
29254.1,100707,113.0,1.9,0,35.0,0.0,105.0,0,normal
34171.4,100722,114.0,1.9166666666666665,0,35.0,0.0,105.0,0,normal
32391.0,100722,115.0,1.9333333333333333,0,35.0,0.0,105.0,0,normal
31247.6,100699,116.0,1.95,0,35.0,0.0,105.0,0,normal
34277.7,100723,117.0,1.9666666666666668,0,35.0,0.0,105.0,0,normal
36188.0,100725,118.0,1.9833333333333334,0,35.0,0.0,105.0,0,normal
33563.0,100710,119.0,2.0,0,35.0,0.0,105.0,0,normal
27246.0,100704,120.0,2.0166666666666666,0,35.0,0.0,105.0,0,normal
31935.6,100732,121.0,2.033333333333333,0,35.0,0.0,105.0,0,normal
29488.1,100702,122.0,2.05,0,35.0,0.0,105.0,0,normal
29372.6,100703,123.0,2.066666666666667,0,35.0,0.0,105.0,0,normal
32866.9,100730,124.0,2.0833333333333335,0,35.0,0.0,105.0,0,normal
30952.4,100695,125.0,2.1,0,35.0,0.0,105.0,0,normal
29800.4,100705,126.0,2.1166666666666667,0,35.0,0.0,105.0,0,normal
30914.5,100715,127.0,2.1333333333333333,0,35.0,0.0,105.0,0,normal
35223.3,100716,128.0,2.15,0,35.0,0.0,105.0,0,normal
26230.1,100691,129.0,2.1666666666666665,0,35.0,0.0,105.0,0,normal
32977.7,100707,130.0,2.183333333333333,0,35.0,0.0,105.0,0,normal
29487.1,100707,131.0,2.2,0,35.0,0.0,105.0,0,normal
31811.4,100717,132.0,2.216666666666667,0,35.0,0.0,105.0,0,normal
34280.6,100709,133.0,2.2333333333333334,0,35.0,0.0,105.0,0,normal
32342.1,100729,134.0,2.25,0,35.0,0.0,105.0,0,normal
28803.2,100693,135.0,2.2666666666666666,0,35.0,0.0,105.0,0,normal
29380.5,100696,136.0,2.283333333333333,0,35.0,0.0,105.0,0,normal
32021.9,100706,137.0,2.3,0,35.0,0.0,105.0,0,normal
28857.2,100700,138.0,2.3166666666666664,0,35.0,0.0,105.0,0,normal
31524.3,100720,139.0,2.3333333333333335,0,35.0,0.0,105.0,0,normal
35227.3,100738,140.0,2.35,0,35.0,0.0,105.0,0,normal
30565.2,100697,141.0,2.3666666666666667,0,35.0,0.0,105.0,0,normal
28784.4,100718,142.0,2.3833333333333333,0,35.0,0.0,105.0,0,normal
28500.2,100706,143.0,2.4,0,35.0,0.0,105.0,0,normal
28812.2,100707,144.0,2.4166666666666665,0,35.0,0.0,105.0,0,normal
28299.6,100700,145.0,2.4333333333333336,0,35.0,0.0,105.0,0,normal
28733.7,100696,146.0,2.45,0,35.0,0.0,105.0,0,normal
31806.2,100713,147.0,2.466666666666667,0,35.0,0.0,105.0,0,normal
28990.0,100712,148.0,2.4833333333333334,0,35.0,0.0,105.0,0,normal
29676.3,100711,149.0,2.5,0,35.0,0.0,105.0,0,normal
32055.7,100719,150.0,2.5166666666666666,0,35.0,0.0,105.0,0,normal
31516.9,100708,151.0,2.533333333333333,0,35.0,0.0,105.0,0,normal
30524.9,100712,152.0,2.55,0,35.0,0.0,105.0,0,normal
32636.0,100715,153.0,2.5666666666666664,0,35.0,0.0,105.0,0,normal
25943.0,100701,154.0,2.5833333333333335,0,35.0,0.0,105.0,0,normal
33816.2,100722,155.0,2.6,0,35.0,0.0,105.0,0,normal
33120.8,100715,156.0,2.6166666666666667,0,35.0,0.0,105.0,0,normal
26104.5,100684,157.0,2.6333333333333333,0,35.0,0.0,105.0,0,normal
34831.1,100719,158.0,2.65,0,35.0,0.0,105.0,0,normal
25460.1,100687,159.0,2.6666666666666665,0,35.0,0.0,105.0,0,normal
28557.9,100714,160.0,2.6833333333333336,0,35.0,0.0,105.0,0,normal
30560.8,100710,161.0,2.7,0,35.0,0.0,105.0,0,normal
29875.2,100699,162.0,2.716666666666667,0,35.0,0.0,105.0,0,normal
32396.7,100713,163.0,2.7333333333333334,0,35.0,0.0,105.0,0,normal
23804.7,100696,164.0,2.75,0,35.0,0.0,105.0,0,normal
31360.5,100715,165.0,2.7666666666666666,0,35.0,0.0,105.0,0,normal
31704.6,100719,166.0,2.783333333333333,0,35.0,0.0,105.0,0,normal
29533.2,100706,167.0,2.8,0,35.0,0.0,105.0,0,normal
30335.5,100695,168.0,2.8166666666666664,0,35.0,0.0,105.0,0,normal
28507.1,100696,169.0,2.8333333333333335,0,35.0,0.0,105.0,0,normal
28506.8,100688,170.0,2.85,0,35.0,0.0,105.0,0,normal
29066.5,100697,171.0,2.8666666666666667,0,35.0,0.0,105.0,0,normal
30469.6,100702,172.0,2.8833333333333333,0,35.0,0.0,105.0,0,normal
31246.9,100710,173.0,2.9,0,35.0,0.0,105.0,0,normal
33576.7,100723,174.0,2.9166666666666665,0,35.0,0.0,105.0,0,normal
27323.0,100695,175.0,2.9333333333333336,0,35.0,0.0,105.0,0,normal
32470.7,100725,176.0,2.95,0,35.0,0.0,105.0,0,normal
27311.8,100684,177.0,2.966666666666667,0,35.0,0.0,105.0,0,normal
32869.8,100721,178.0,2.9833333333333334,0,35.0,0.0,105.0,0,normal
29649.1,100700,179.0,3.0,0,35.0,0.0,105.0,0,normal
29113.1,100684,180.0,3.0166666666666666,0,35.0,0.0,105.0,0,normal
25377.9,100680,181.0,3.033333333333333,0,35.0,0.0,105.0,0,normal
29467.0,100708,182.0,3.05,0,35.0,0.0,105.0,0,normal
29175.9,100697,183.0,3.066666666666667,0,35.0,0.0,105.0,0,normal
29137.9,100710,184.0,3.0833333333333335,0,35.0,0.0,105.0,0,normal
29469.5,100710,185.0,3.1,0,35.0,0.0,105.0,0,normal
30805.2,100701,186.0,3.1166666666666667,0,35.0,0.0,105.0,0,normal
28579.0,100696,187.0,3.1333333333333333,0,35.0,0.0,105.0,0,normal
23690.5,100685,188.0,3.15,0,35.0,0.0,105.0,0,normal
26963.7,100688,189.0,3.1666666666666665,0,35.0,0.0,105.0,0,normal
31316.8,100717,190.0,3.183333333333333,0,35.0,0.0,105.0,0,normal
26946.8,100698,191.0,3.2,0,35.0,0.0,105.0,0,normal
28523.3,100683,192.0,3.216666666666667,0,35.0,0.0,105.0,0,normal
28513.6,100701,193.0,3.2333333333333334,0,35.0,0.0,105.0,0,normal
29428.5,100698,194.0,3.25,0,35.0,0.0,105.0,0,normal
24663.4,100689,195.0,3.2666666666666666,0,35.0,0.0,105.0,0,normal
29657.1,100704,196.0,3.283333333333333,0,35.0,0.0,105.0,0,normal
30269.0,100703,197.0,3.3,0,35.0,0.0,105.0,0,normal
28024.4,100684,198.0,3.3166666666666664,0,35.0,0.0,105.0,0,normal
27876.6,100700,199.0,3.3333333333333335,0,35.0,0.0,105.0,0,normal
32271.5,100714,200.0,3.35,0,35.0,0.0,105.0,0,normal
31805.5,100715,201.0,3.3666666666666667,0,35.0,0.0,105.0,0,normal
33925.8,100728,202.0,3.3833333333333333,0,35.0,0.0,105.0,0,normal
27791.9,100695,203.0,3.4,0,35.0,0.0,105.0,0,normal
26744.8,100699,204.0,3.4166666666666665,0,35.0,0.0,105.0,0,normal
28383.5,100696,205.0,3.4333333333333336,0,35.0,0.0,105.0,0,normal
29409.9,100711,206.0,3.45,0,35.0,0.0,105.0,0,normal
28520.2,100705,207.0,3.466666666666667,0,35.0,0.0,105.0,0,normal
39857.0,100740,208.0,3.4833333333333334,0,35.0,0.0,105.0,0,normal
32331.9,100707,209.0,3.5,0,35.0,0.0,105.0,0,normal
32414.3,100719,210.0,3.5166666666666666,0,35.0,0.0,105.0,0,normal
28155.4,100714,211.0,3.533333333333333,0,35.0,0.0,105.0,0,normal
26996.1,100700,212.0,3.55,0,35.0,0.0,105.0,0,normal
29919.4,100702,213.0,3.5666666666666664,0,35.0,0.0,105.0,0,normal
29800.8,100703,214.0,3.5833333333333335,0,35.0,0.0,105.0,0,normal
28056.1,100694,215.0,3.6,0,35.0,0.0,105.0,0,normal
30615.5,100696,216.0,3.6166666666666667,0,35.0,0.0,105.0,0,normal
24669.2,100694,217.0,3.6333333333333333,0,35.0,0.0,105.0,0,normal
27771.9,100706,218.0,3.65,0,35.0,0.0,105.0,0,normal
32751.7,100717,219.0,3.6666666666666665,0,35.0,0.0,105.0,0,normal
27155.7,100695,220.0,3.6833333333333336,0,35.0,0.0,105.0,0,normal
26997.0,100694,221.0,3.7,0,35.0,0.0,105.0,0,normal
22832.9,100681,222.0,3.716666666666667,0,35.0,0.0,105.0,0,normal
28984.6,100698,223.0,3.7333333333333334,0,35.0,0.0,105.0,0,normal
36541.2,100716,224.0,3.75,0,35.0,0.0,105.0,0,normal
28613.0,100700,225.0,3.7666666666666666,0,35.0,0.0,105.0,0,normal
26922.4,100690,226.0,3.783333333333333,0,35.0,0.0,105.0,0,normal
29288.7,100696,227.0,3.8,0,35.0,0.0,105.0,0,normal
27805.8,100705,228.0,3.8166666666666664,0,35.0,0.0,105.0,0,normal
30310.5,100703,229.0,3.8333333333333335,0,35.0,0.0,105.0,0,normal
29865.0,100708,230.0,3.85,0,35.0,0.0,105.0,0,normal
27030.1,100707,231.0,3.8666666666666667,0,35.0,0.0,105.0,0,normal
24348.0,100688,232.0,3.8833333333333333,0,35.0,0.0,105.0,0,normal
32601.8,100723,233.0,3.9,0,35.0,0.0,105.0,0,normal
27719.4,100704,234.0,3.9166666666666665,0,35.0,0.0,105.0,0,normal
25069.6,100676,235.0,3.9333333333333336,0,35.0,0.0,105.0,0,normal
28572.2,100705,236.0,3.95,0,35.0,0.0,105.0,0,normal
28935.3,100690,237.0,3.966666666666667,0,35.0,0.0,105.0,0,normal
31084.0,100714,238.0,3.9833333333333334,0,35.0,0.0,105.0,0,normal
23722.5,100686,239.0,4.0,0,35.0,0.0,105.0,0,normal
32412.6,100714,240.0,4.016666666666667,0,35.0,0.0,105.0,0,normal
30480.2,100703,241.0,4.033333333333333,0,35.0,0.0,105.0,0,normal
31494.4,100717,242.0,4.05,0,35.0,0.0,105.0,0,normal
32904.5,100701,243.0,4.066666666666666,0,35.0,0.0,105.0,0,normal
28735.4,100702,244.0,4.083333333333333,0,35.0,0.0,105.0,0,normal
35288.9,100714,245.0,4.1,0,35.0,0.0,105.0,0,normal
28549.5,100698,246.0,4.116666666666666,0,35.0,0.0,105.0,0,normal
37063.7,100750,247.0,4.133333333333334,0,35.0,0.0,105.0,0,normal
33915.0,100723,248.0,4.15,0,35.0,0.0,105.0,0,normal
29966.1,100702,249.0,4.166666666666667,0,35.0,0.0,105.0,0,normal
35127.9,100731,250.0,4.183333333333334,0,35.0,0.0,105.0,0,normal
36875.2,100759,251.0,4.2,0,35.0,0.0,105.0,0,normal
31400.7,100734,252.0,4.216666666666667,0,35.0,0.0,105.0,0,normal
27765.7,100706,253.0,4.233333333333333,0,35.0,0.0,105.0,0,normal
37003.8,100724,254.0,4.25,0,35.0,0.0,105.0,0,normal
36823.7,100739,255.0,4.266666666666667,0,35.0,0.0,105.0,0,normal
37877.1,100744,256.0,4.283333333333333,0,35.0,0.0,105.0,0,normal
33608.0,100739,257.0,4.3,0,35.0,0.0,105.0,0,normal
37744.9,100759,258.0,4.316666666666666,0,35.0,0.0,105.0,0,normal
35570.5,100734,259.0,4.333333333333333,0,35.0,0.0,105.0,0,normal
36924.8,100736,260.0,4.35,0,35.0,0.0,105.0,0,normal
30146.0,100710,261.0,4.366666666666666,0,35.0,0.0,105.0,0,normal
36316.4,100745,262.0,4.383333333333334,0,35.0,0.0,105.0,0,normal
37194.8,100748,263.0,4.4,0,35.0,0.0,105.0,0,normal
39515.1,100751,264.0,4.416666666666667,0,35.0,0.0,105.0,0,normal
43856.5,100793,265.0,4.433333333333334,0,35.0,0.0,105.0,0,normal
33149.5,100750,266.0,4.45,0,35.0,0.0,105.0,0,normal
37737.4,100753,267.0,4.466666666666667,0,35.0,0.0,105.0,0,normal
39845.3,100758,268.0,4.483333333333333,0,35.0,0.0,105.0,0,normal
38301.0,100784,269.0,4.5,0,35.0,0.0,105.0,0,normal
36365.1,100754,270.0,4.516666666666667,0,35.0,0.0,105.0,0,normal
43210.3,100798,271.0,4.533333333333333,0,35.0,0.0,105.0,0,normal
39935.7,100756,272.0,4.55,0,35.0,0.0,105.0,0,normal
40311.3,100766,273.0,4.566666666666666,0,35.0,0.0,105.0,0,normal
44039.6,100792,274.0,4.583333333333333,0,35.0,0.0,105.0,0,normal
42751.9,100786,275.0,4.6,0,35.0,0.0,105.0,0,normal
42778.3,100794,276.0,4.616666666666667,0,35.0,0.0,105.0,0,normal
41134.8,100798,277.0,4.633333333333333,0,35.0,0.0,105.0,0,normal
45352.7,100803,278.0,4.65,0,35.0,0.0,105.0,0,normal
43954.0,100797,279.0,4.666666666666667,0,35.0,0.0,105.0,0,normal
45713.8,100823,280.0,4.683333333333334,0,35.0,0.0,105.0,0,normal
45897.0,100851,281.0,4.7,0,35.0,0.0,105.0,0,normal
41557.6,100802,282.0,4.716666666666667,0,35.0,0.0,105.0,0,normal
45257.0,100833,283.0,4.733333333333333,0,35.0,0.0,105.0,0,normal
41065.4,100780,284.0,4.75,0,35.0,0.0,105.0,0,normal
45126.7,100810,285.0,4.766666666666667,0,35.0,0.0,105.0,0,normal
46645.8,100836,286.0,4.783333333333333,0,35.0,0.0,105.0,0,normal
47121.3,100836,287.0,4.8,0,35.0,0.0,105.0,0,normal
42523.5,100806,288.0,4.816666666666666,0,35.0,0.0,105.0,0,normal
45164.4,100826,289.0,4.833333333333333,0,35.0,0.0,105.0,0,normal
43807.4,100801,290.0,4.85,0,35.0,0.0,105.0,0,normal
47183.3,100843,291.0,4.866666666666667,0,35.0,0.0,105.0,0,normal
46561.2,100848,292.0,4.883333333333333,0,35.0,0.0,105.0,0,normal
49573.1,100850,293.0,4.9,0,35.0,0.0,105.0,0,normal
46365.2,100830,294.0,4.916666666666667,0,35.0,0.0,105.0,0,normal
52362.3,100882,295.0,4.933333333333334,0,35.0,0.0,105.0,0,normal
50003.0,100823,296.0,4.95,0,35.0,0.0,105.0,0,normal
52265.4,100872,297.0,4.966666666666667,0,35.0,0.0,105.0,0,normal
51203.2,100871,298.0,4.983333333333333,0,35.0,0.0,105.0,0,normal
50979.2,100843,299.0,5.0,0,35.0,0.0,105.0,0,normal
54649.3,100880,300.0,5.016666666666667,0,35.0,0.0,105.0,0,normal
50544.9,100873,301.0,5.033333333333333,0,35.0,0.0,105.0,0,normal
54157.1,100897,302.0,5.05,0,35.0,0.0,105.0,0,normal
51680.0,100883,303.0,5.066666666666666,0,35.0,0.0,105.0,0,normal
54821.7,100902,304.0,5.083333333333333,0,35.0,0.0,105.0,0,normal
53259.6,100902,305.0,5.1,0,35.0,0.0,105.0,0,normal
51716.9,100868,306.0,5.116666666666666,0,35.0,0.0,105.0,0,normal
55836.4,100920,307.0,5.133333333333334,0,35.0,0.0,105.0,0,normal
54505.4,100899,308.0,5.15,0,35.0,0.0,105.0,0,normal
51162.1,100875,309.0,5.166666666666667,0,35.0,0.0,105.0,0,normal
53299.3,100920,310.0,5.183333333333334,0,35.0,0.0,105.0,0,normal
56451.9,100932,311.0,5.2,0,35.0,0.0,105.0,0,normal
56671.5,100943,312.0,5.216666666666667,0,35.0,0.0,105.0,0,normal
56424.2,100934,313.0,5.233333333333333,0,35.0,0.0,105.0,0,normal
51850.8,100879,314.0,5.25,0,35.0,0.0,105.0,0,normal
55645.8,100947,315.0,5.266666666666667,0,35.0,0.0,105.0,0,normal
53195.8,100904,316.0,5.283333333333333,0,35.0,0.0,105.0,0,normal
55185.6,100910,317.0,5.3,0,35.0,0.0,105.0,0,normal
52496.5,100892,318.0,5.316666666666666,0,35.0,0.0,105.0,0,normal
58856.3,100956,319.0,5.333333333333333,0,35.0,0.0,105.0,0,normal
58827.4,100961,320.0,5.35,0,35.0,0.0,105.0,0,normal
56724.2,100928,321.0,5.366666666666666,0,35.0,0.0,105.0,0,normal
62810.2,101027,322.0,5.383333333333334,0,35.0,0.0,105.0,0,normal
58330.9,100945,323.0,5.4,0,35.0,0.0,105.0,0,normal
56523.4,100960,324.0,5.416666666666667,0,35.0,0.0,105.0,0,normal
60497.7,100971,325.0,5.433333333333334,0,35.0,0.0,105.0,0,normal
62034.5,100989,326.0,5.45,0,35.0,0.0,105.0,0,normal
59362.6,100964,327.0,5.466666666666667,0,35.0,0.0,105.0,0,normal
64275.4,100991,328.0,5.483333333333333,0,35.0,0.0,105.0,0,normal
61751.6,100980,329.0,5.5,0,35.0,0.0,105.0,0,normal
63769.8,100978,330.0,5.516666666666667,0,35.0,0.0,105.0,0,normal
61341.6,100996,331.0,5.533333333333333,0,35.0,0.0,105.0,0,normal
64451.4,100992,332.0,5.55,0,35.0,0.0,105.0,0,normal
68010.6,101039,333.0,5.566666666666666,0,35.0,0.0,105.0,0,normal
64970.0,101041,334.0,5.583333333333333,0,35.0,0.0,105.0,0,normal
62170.2,100986,335.0,5.6,0,35.0,0.0,105.0,0,normal
62616.8,100992,336.0,5.616666666666667,0,35.0,0.0,105.0,0,normal
64733.4,101036,337.0,5.633333333333333,0,35.0,0.0,105.0,0,normal
60003.0,100998,338.0,5.65,0,35.0,0.0,105.0,0,normal
64574.8,101036,339.0,5.666666666666667,0,35.0,0.0,105.0,0,normal
67232.4,101037,340.0,5.683333333333334,0,35.0,0.0,105.0,0,normal
64177.6,101036,341.0,5.7,0,35.0,0.0,105.0,0,normal
66208.4,101024,342.0,5.716666666666667,0,35.0,0.0,105.0,0,normal
63830.1,101050,343.0,5.733333333333333,0,35.0,0.0,105.0,0,normal
68651.8,101058,344.0,5.75,0,35.0,0.0,105.0,0,normal
61412.6,101011,345.0,5.766666666666667,0,35.0,0.0,105.0,0,normal
63793.1,101058,346.0,5.783333333333333,0,35.0,0.0,105.0,0,normal
68946.7,101036,347.0,5.8,0,35.0,0.0,105.0,0,normal
65191.0,101069,348.0,5.816666666666666,0,35.0,0.0,105.0,0,normal
71533.1,101101,349.0,5.833333333333333,0,35.0,0.0,105.0,0,normal
71530.1,101094,350.0,5.85,0,35.0,0.0,105.0,0,normal
71564.8,101123,351.0,5.866666666666667,0,35.0,0.0,105.0,0,normal
63569.6,101071,352.0,5.883333333333333,0,35.0,0.0,105.0,0,normal
71325.9,101116,353.0,5.9,0,35.0,0.0,105.0,0,normal
67180.1,101060,354.0,5.916666666666667,0,35.0,0.0,105.0,0,normal
75583.8,101124,355.0,5.933333333333334,0,35.0,0.0,105.0,0,normal
74581.6,101130,356.0,5.95,0,35.0,0.0,105.0,0,normal
71518.2,101148,357.0,5.966666666666667,0,35.0,0.0,105.0,0,normal
70486.5,101108,358.0,5.983333333333333,0,35.0,0.0,105.0,0,normal
72850.7,101142,359.0,6.0,0,35.0,0.0,105.0,0,normal
74802.0,101166,360.0,6.016666666666667,0,35.0,0.0,105.0,0,normal
75897.6,101161,361.0,6.033333333333333,0,35.0,0.0,105.0,0,normal
69039.8,101132,362.0,6.05,0,35.0,0.0,105.0,0,normal
72235.0,101134,363.0,6.066666666666666,0,35.0,0.0,105.0,0,normal
